2026-02-27 01:46:00,256 - LondonAlert - INFO - 🚀 Starting London Open Price Watcher for BTC/USD
2026-02-27 14:08:53,213 - LondonAlert - INFO - 💎 BTC Current Price: $65,642.01
2026-02-27 14:09:08,400 - LondonAlert - INFO - 💎 BTC Current Price: $65,633.98
2026-02-27 14:09:23,491 - LondonAlert - INFO - 💎 BTC Current Price: $65,609.68
2026-02-27 14:09:38,667 - LondonAlert - INFO - 💎 BTC Current Price: $65,565.24
2026-02-27 14:09:53,805 - LondonAlert - INFO - 💎 BTC Current Price: $65,535.85
2026-02-27 14:10:08,910 - LondonAlert - INFO - 💎 BTC Current Price: $65,535.85
2026-02-27 14:10:24,078 - LondonAlert - INFO - 💎 BTC Current Price: $65,535.99
2026-02-27 14:10:39,225 - LondonAlert - INFO - 💎 BTC Current Price: $65,547.20
2026-02-27 14:10:54,392 - LondonAlert - INFO - 💎 BTC Current Price: $65,572.77
2026-02-27 14:11:09,538 - LondonAlert - INFO - 💎 BTC Current Price: $65,558.56
2026-02-27 14:11:24,685 - LondonAlert - INFO - 💎 BTC Current Price: $65,573.54
2026-02-27 14:11:39,819 - LondonAlert - INFO - 💎 BTC Current Price: $65,581.29
2026-02-27 14:11:54,954 - LondonAlert - INFO - 💎 BTC Current Price: $65,574.21
2026-02-27 14:12:10,093 - LondonAlert - INFO - 💎 BTC Current Price: $65,572.88
2026-02-27 14:12:25,240 - LondonAlert - INFO - 💎 BTC Current Price: $65,550.05
2026-02-27 14:12:40,388 - LondonAlert - INFO - 💎 BTC Current Price: $65,555.70
2026-02-27 14:12:55,557 - LondonAlert - INFO - 💎 BTC Current Price: $65,532.00
2026-02-27 14:13:10,702 - LondonAlert - INFO - 💎 BTC Current Price: $65,535.84
2026-02-27 14:13:25,848 - LondonAlert - INFO - 💎 BTC Current Price: $65,535.83
2026-02-27 14:13:41,012 - LondonAlert - INFO - 💎 BTC Current Price: $65,532.00
2026-02-27 14:13:56,248 - LondonAlert - INFO - 💎 BTC Current Price: $65,536.38
2026-02-27 14:14:11,428 - LondonAlert - INFO - 💎 BTC Current Price: $65,550.04
2026-02-27 14:14:26,763 - LondonAlert - INFO - 💎 BTC Current Price: $65,551.53
2026-02-27 14:14:41,946 - LondonAlert - INFO - 💎 BTC Current Price: $65,552.00
2026-02-27 14:14:57,112 - LondonAlert - INFO - 💎 BTC Current Price: $65,537.36
2026-02-27 14:15:12,249 - LondonAlert - INFO - 💎 BTC Current Price: $65,541.52
2026-02-27 14:15:27,445 - LondonAlert - INFO - 💎 BTC Current Price: $65,544.36
2026-02-27 14:15:42,680 - LondonAlert - INFO - 💎 BTC Current Price: $65,530.16
2026-02-27 14:15:57,841 - LondonAlert - INFO - 💎 BTC Current Price: $65,523.01
2026-02-27 14:16:13,174 - LondonAlert - INFO - 💎 BTC Current Price: $65,565.75
2026-02-27 14:16:28,380 - LondonAlert - INFO - 💎 BTC Current Price: $65,601.16
2026-02-27 14:16:43,517 - LondonAlert - INFO - 💎 BTC Current Price: $65,580.57
2026-02-27 14:16:58,690 - LondonAlert - INFO - 💎 BTC Current Price: $65,586.01
2026-02-27 14:17:13,832 - LondonAlert - INFO - 💎 BTC Current Price: $65,556.01
2026-02-27 14:17:29,014 - LondonAlert - INFO - 💎 BTC Current Price: $65,530.17
2026-02-27 14:17:44,156 - LondonAlert - INFO - 💎 BTC Current Price: $65,487.57
2026-02-27 14:17:59,296 - LondonAlert - INFO - 💎 BTC Current Price: $65,515.96
2026-02-27 14:18:14,459 - LondonAlert - INFO - 💎 BTC Current Price: $65,553.71
2026-02-27 14:18:29,601 - LondonAlert - INFO - 💎 BTC Current Price: $65,538.69
2026-02-27 14:18:44,775 - LondonAlert - INFO - 💎 BTC Current Price: $65,526.14
2026-02-27 14:18:59,957 - LondonAlert - INFO - 💎 BTC Current Price: $65,521.66
2026-02-27 14:19:15,136 - LondonAlert - INFO - 💎 BTC Current Price: $65,552.00
2026-02-27 14:19:30,273 - LondonAlert - INFO - 💎 BTC Current Price: $65,538.69
2026-02-27 14:19:45,408 - LondonAlert - INFO - 💎 BTC Current Price: $65,533.00
2026-02-27 14:20:00,663 - LondonAlert - INFO - 💎 BTC Current Price: $65,530.25
2026-02-27 14:20:16,439 - LondonAlert - INFO - 💎 BTC Current Price: $65,502.89
2026-02-27 14:20:31,595 - LondonAlert - INFO - 💎 BTC Current Price: $65,530.16
2026-02-27 14:20:46,730 - LondonAlert - INFO - 💎 BTC Current Price: $65,530.17
2026-02-27 14:21:01,903 - LondonAlert - INFO - 💎 BTC Current Price: $65,528.43
2026-02-27 14:21:17,145 - LondonAlert - INFO - 💎 BTC Current Price: $65,544.01
2026-02-27 14:21:32,307 - LondonAlert - INFO - 💎 BTC Current Price: $65,515.97
2026-02-27 14:21:47,453 - LondonAlert - INFO - 💎 BTC Current Price: $65,501.77
2026-02-27 14:22:02,544 - LondonAlert - INFO - 💎 BTC Current Price: $65,439.29
2026-02-27 14:22:17,657 - LondonAlert - INFO - 💎 BTC Current Price: $65,440.00
2026-02-27 14:22:32,809 - LondonAlert - INFO - 💎 BTC Current Price: $65,447.99
2026-02-27 14:22:47,990 - LondonAlert - INFO - 💎 BTC Current Price: $65,448.53
2026-02-27 14:23:03,087 - LondonAlert - INFO - 💎 BTC Current Price: $65,475.92
2026-02-27 14:23:18,225 - LondonAlert - INFO - 💎 BTC Current Price: $65,473.95
2026-02-27 14:23:33,419 - LondonAlert - INFO - 💎 BTC Current Price: $65,467.64
2026-02-27 14:23:48,623 - LondonAlert - INFO - 💎 BTC Current Price: $65,438.39
2026-02-27 14:24:03,717 - LondonAlert - INFO - 💎 BTC Current Price: $65,425.08
2026-02-27 14:24:18,907 - LondonAlert - INFO - 💎 BTC Current Price: $65,460.00
2026-02-27 14:24:34,006 - LondonAlert - INFO - 💎 BTC Current Price: $65,425.66
2026-02-27 14:24:49,141 - LondonAlert - INFO - 💎 BTC Current Price: $65,432.20
2026-02-27 14:25:04,285 - LondonAlert - INFO - 💎 BTC Current Price: $65,427.02
2026-02-27 14:25:19,449 - LondonAlert - INFO - 💎 BTC Current Price: $65,411.12
2026-02-27 14:25:34,589 - LondonAlert - INFO - 💎 BTC Current Price: $65,381.52
2026-02-27 14:25:49,726 - LondonAlert - INFO - 💎 BTC Current Price: $65,393.08
2026-02-27 14:26:04,878 - LondonAlert - INFO - 💎 BTC Current Price: $65,398.60
2026-02-27 14:26:20,316 - LondonAlert - INFO - 💎 BTC Current Price: $65,418.28
2026-02-27 14:26:35,459 - LondonAlert - INFO - 💎 BTC Current Price: $65,413.72
2026-02-27 14:26:50,598 - LondonAlert - INFO - 💎 BTC Current Price: $65,409.89
2026-02-27 14:27:05,727 - LondonAlert - INFO - 💎 BTC Current Price: $65,401.46
2026-02-27 14:27:20,862 - LondonAlert - INFO - 💎 BTC Current Price: $65,426.03
2026-02-27 14:27:36,029 - LondonAlert - INFO - 💎 BTC Current Price: $65,421.78
2026-02-27 14:27:51,209 - LondonAlert - INFO - 💎 BTC Current Price: $65,434.02
2026-02-27 14:28:06,345 - LondonAlert - INFO - 💎 BTC Current Price: $65,418.28
2026-02-27 14:28:21,518 - LondonAlert - INFO - 💎 BTC Current Price: $65,487.98
2026-02-27 14:28:36,653 - LondonAlert - INFO - 💎 BTC Current Price: $65,532.18
2026-02-27 14:28:51,792 - LondonAlert - INFO - 💎 BTC Current Price: $65,532.06
2026-02-27 14:29:06,938 - LondonAlert - INFO - 💎 BTC Current Price: $65,522.01
2026-02-27 14:29:22,091 - LondonAlert - INFO - 💎 BTC Current Price: $65,537.38
2026-02-27 14:29:37,235 - LondonAlert - INFO - 💎 BTC Current Price: $65,550.01
2026-02-27 14:29:52,385 - LondonAlert - INFO - 💎 BTC Current Price: $65,581.89
2026-02-27 14:30:07,590 - LondonAlert - INFO - 💎 BTC Current Price: $65,578.00
2026-02-27 14:30:22,919 - LondonAlert - INFO - 💎 BTC Current Price: $65,572.77
2026-02-27 14:30:38,117 - LondonAlert - INFO - 💎 BTC Current Price: $65,577.24
2026-02-27 14:30:53,269 - LondonAlert - INFO - 💎 BTC Current Price: $65,614.22
2026-02-27 14:31:08,425 - LondonAlert - INFO - 💎 BTC Current Price: $65,645.76
2026-02-27 14:31:23,636 - LondonAlert - INFO - 💎 BTC Current Price: $65,678.60
2026-02-27 14:31:38,773 - LondonAlert - INFO - 💎 BTC Current Price: $65,668.79
2026-02-27 14:31:53,919 - LondonAlert - INFO - 💎 BTC Current Price: $65,648.00
2026-02-27 14:32:09,069 - LondonAlert - INFO - 💎 BTC Current Price: $65,639.94
2026-02-27 14:32:24,348 - LondonAlert - INFO - 💎 BTC Current Price: $65,596.09
2026-02-27 14:32:39,490 - LondonAlert - INFO - 💎 BTC Current Price: $65,601.16
2026-02-27 14:32:54,626 - LondonAlert - INFO - 💎 BTC Current Price: $65,566.35
2026-02-27 14:33:09,776 - LondonAlert - INFO - 💎 BTC Current Price: $65,572.00
2026-02-27 14:33:24,911 - LondonAlert - INFO - 💎 BTC Current Price: $65,524.48
2026-02-27 14:33:40,008 - LondonAlert - INFO - 💎 BTC Current Price: $65,531.99
2026-02-27 14:33:55,197 - LondonAlert - INFO - 💎 BTC Current Price: $65,550.05
2026-02-27 14:34:10,328 - LondonAlert - INFO - 💎 BTC Current Price: $65,591.99
2026-02-27 14:34:25,465 - LondonAlert - INFO - 💎 BTC Current Price: $65,637.11
2026-02-27 14:34:40,622 - LondonAlert - INFO - 💎 BTC Current Price: $65,592.65
2026-02-27 14:34:55,748 - LondonAlert - INFO - 💎 BTC Current Price: $65,585.26
2026-02-27 14:35:10,902 - LondonAlert - INFO - 💎 BTC Current Price: $65,586.26
2026-02-27 14:35:26,071 - LondonAlert - INFO - 💎 BTC Current Price: $65,646.96
2026-02-27 14:35:41,206 - LondonAlert - INFO - 💎 BTC Current Price: $65,618.00
2026-02-27 14:35:56,343 - LondonAlert - INFO - 💎 BTC Current Price: $65,626.72
2026-02-27 14:36:11,510 - LondonAlert - INFO - 💎 BTC Current Price: $65,615.37
2026-02-27 14:36:26,664 - LondonAlert - INFO - 💎 BTC Current Price: $65,615.36
2026-02-27 14:36:41,805 - LondonAlert - INFO - 💎 BTC Current Price: $65,628.10
2026-02-27 14:36:56,940 - LondonAlert - INFO - 💎 BTC Current Price: $65,646.61
2026-02-27 14:37:12,085 - LondonAlert - INFO - 💎 BTC Current Price: $65,591.48
2026-02-27 14:37:27,232 - LondonAlert - INFO - 💎 BTC Current Price: $65,561.98
2026-02-27 14:37:42,421 - LondonAlert - INFO - 💎 BTC Current Price: $65,534.57
2026-02-27 14:37:57,600 - LondonAlert - INFO - 💎 BTC Current Price: $65,539.40
2026-02-27 14:38:12,765 - LondonAlert - INFO - 💎 BTC Current Price: $65,546.14
2026-02-27 14:38:27,903 - LondonAlert - INFO - 💎 BTC Current Price: $65,544.37
2026-02-27 14:38:43,065 - LondonAlert - INFO - 💎 BTC Current Price: $65,521.64
2026-02-27 14:38:58,294 - LondonAlert - INFO - 💎 BTC Current Price: $65,537.08
2026-02-27 14:39:13,435 - LondonAlert - INFO - 💎 BTC Current Price: $65,531.05
2026-02-27 14:39:28,583 - LondonAlert - INFO - 💎 BTC Current Price: $65,541.57
2026-02-27 14:39:43,735 - LondonAlert - INFO - 💎 BTC Current Price: $65,530.17
2026-02-27 14:39:58,879 - LondonAlert - INFO - 💎 BTC Current Price: $65,524.51
2026-02-27 14:40:14,127 - LondonAlert - INFO - 💎 BTC Current Price: $65,541.44
2026-02-27 14:40:29,273 - LondonAlert - INFO - 💎 BTC Current Price: $65,567.08
2026-02-27 14:40:44,413 - LondonAlert - INFO - 💎 BTC Current Price: $65,570.11
2026-02-27 14:40:59,558 - LondonAlert - INFO - 💎 BTC Current Price: $65,576.01
2026-02-27 14:41:14,703 - LondonAlert - INFO - 💎 BTC Current Price: $65,581.61
2026-02-27 14:41:29,804 - LondonAlert - INFO - 💎 BTC Current Price: $65,581.61
2026-02-27 14:41:44,896 - LondonAlert - INFO - 💎 BTC Current Price: $65,561.39
2026-02-27 14:42:00,047 - LondonAlert - INFO - 💎 BTC Current Price: $65,595.42
2026-02-27 14:42:15,184 - LondonAlert - INFO - 💎 BTC Current Price: $65,578.45
2026-02-27 14:42:30,351 - LondonAlert - INFO - 💎 BTC Current Price: $65,631.93
2026-02-27 14:42:45,645 - LondonAlert - INFO - 💎 BTC Current Price: $65,628.30
2026-02-27 14:43:00,745 - LondonAlert - INFO - 💎 BTC Current Price: $65,609.69
2026-02-27 14:43:15,843 - LondonAlert - INFO - 💎 BTC Current Price: $65,598.87
2026-02-27 14:43:31,052 - LondonAlert - INFO - 💎 BTC Current Price: $65,584.12
2026-02-27 14:43:46,228 - LondonAlert - INFO - 💎 BTC Current Price: $65,557.16
2026-02-27 14:44:01,365 - LondonAlert - INFO - 💎 BTC Current Price: $65,566.01
2026-02-27 14:44:16,532 - LondonAlert - INFO - 💎 BTC Current Price: $65,574.93
2026-02-27 14:44:31,718 - LondonAlert - INFO - 💎 BTC Current Price: $65,576.09
2026-02-27 14:44:46,907 - LondonAlert - INFO - 💎 BTC Current Price: $65,576.27
2026-02-27 14:45:02,062 - LondonAlert - INFO - 💎 BTC Current Price: $65,564.27
2026-02-27 14:45:17,357 - LondonAlert - INFO - 💎 BTC Current Price: $65,570.72
2026-02-27 14:45:32,546 - LondonAlert - INFO - 💎 BTC Current Price: $65,550.76
2026-02-27 14:45:47,675 - LondonAlert - INFO - 💎 BTC Current Price: $65,565.24
2026-02-27 14:46:02,773 - LondonAlert - INFO - 💎 BTC Current Price: $65,564.00
2026-02-27 14:46:17,946 - LondonAlert - INFO - 💎 BTC Current Price: $65,556.10
2026-02-27 14:46:33,119 - LondonAlert - INFO - 💎 BTC Current Price: $65,555.89
2026-02-27 14:46:48,282 - LondonAlert - INFO - 💎 BTC Current Price: $65,541.52
2026-02-27 14:47:03,439 - LondonAlert - INFO - 💎 BTC Current Price: $65,518.99
2026-02-27 14:47:18,611 - LondonAlert - INFO - 💎 BTC Current Price: $65,511.76
2026-02-27 14:47:33,750 - LondonAlert - INFO - 💎 BTC Current Price: $65,555.73
2026-02-27 14:47:49,140 - LondonAlert - INFO - 💎 BTC Current Price: $65,555.73
2026-02-27 14:48:04,277 - LondonAlert - INFO - 💎 BTC Current Price: $65,518.80
2026-02-27 14:48:19,420 - LondonAlert - INFO - 💎 BTC Current Price: $65,496.08
2026-02-27 14:48:34,558 - LondonAlert - INFO - 💎 BTC Current Price: $65,485.08
2026-02-27 14:48:49,719 - LondonAlert - INFO - 💎 BTC Current Price: $65,490.52
2026-02-27 14:49:04,855 - LondonAlert - INFO - 💎 BTC Current Price: $65,482.98
2026-02-27 14:49:19,989 - LondonAlert - INFO - 💎 BTC Current Price: $65,470.00
2026-02-27 14:49:35,139 - LondonAlert - INFO - 💎 BTC Current Price: $65,472.34
2026-02-27 14:49:50,273 - LondonAlert - INFO - 💎 BTC Current Price: $65,463.90
2026-02-27 14:50:05,364 - LondonAlert - INFO - 💎 BTC Current Price: $65,450.01
2026-02-27 14:50:20,662 - LondonAlert - INFO - 💎 BTC Current Price: $65,419.40
2026-02-27 14:50:35,841 - LondonAlert - INFO - 💎 BTC Current Price: $65,410.88
2026-02-27 14:50:51,042 - LondonAlert - INFO - 💎 BTC Current Price: $65,353.43
2026-02-27 14:51:06,186 - LondonAlert - INFO - 💎 BTC Current Price: $65,340.99
2026-02-27 14:51:21,470 - LondonAlert - INFO - 💎 BTC Current Price: $65,350.00
2026-02-27 14:51:36,612 - LondonAlert - INFO - 💎 BTC Current Price: $65,358.55
2026-02-27 14:51:51,782 - LondonAlert - INFO - 💎 BTC Current Price: $65,331.98
2026-02-27 14:52:06,929 - LondonAlert - INFO - 💎 BTC Current Price: $65,348.23
2026-02-27 14:52:22,074 - LondonAlert - INFO - 💎 BTC Current Price: $65,369.03
2026-02-27 14:52:37,213 - LondonAlert - INFO - 💎 BTC Current Price: $65,331.37
2026-02-27 14:52:52,532 - LondonAlert - INFO - 💎 BTC Current Price: $65,348.47
2026-02-27 14:53:07,630 - LondonAlert - INFO - 💎 BTC Current Price: $65,344.99
2026-02-27 14:53:22,769 - LondonAlert - INFO - 💎 BTC Current Price: $65,340.48
2026-02-27 14:53:37,904 - LondonAlert - INFO - 💎 BTC Current Price: $65,354.03
2026-02-27 14:53:53,065 - LondonAlert - INFO - 💎 BTC Current Price: $65,338.67
2026-02-27 14:54:08,330 - LondonAlert - INFO - 💎 BTC Current Price: $65,338.44
2026-02-27 14:54:23,470 - LondonAlert - INFO - 💎 BTC Current Price: $65,280.25
2026-02-27 14:54:38,639 - LondonAlert - INFO - 💎 BTC Current Price: $65,280.78
2026-02-27 14:54:53,796 - LondonAlert - INFO - 💎 BTC Current Price: $65,288.00
2026-02-27 14:55:08,956 - LondonAlert - INFO - 💎 BTC Current Price: $65,218.28
2026-02-27 14:55:24,310 - LondonAlert - INFO - 💎 BTC Current Price: $65,266.74
2026-02-27 14:55:39,493 - LondonAlert - INFO - 💎 BTC Current Price: $65,270.35
2026-02-27 14:55:54,670 - LondonAlert - INFO - 💎 BTC Current Price: $65,254.68
2026-02-27 14:56:09,808 - LondonAlert - INFO - 💎 BTC Current Price: $65,244.28
2026-02-27 14:56:24,948 - LondonAlert - INFO - 💎 BTC Current Price: $65,253.47
2026-02-27 14:56:40,305 - LondonAlert - INFO - 💎 BTC Current Price: $65,280.24
2026-02-27 14:56:55,405 - LondonAlert - INFO - 💎 BTC Current Price: $65,306.93
2026-02-27 14:57:10,574 - LondonAlert - INFO - 💎 BTC Current Price: $65,298.93
2026-02-27 14:57:25,728 - LondonAlert - INFO - 💎 BTC Current Price: $65,305.80
2026-02-27 14:57:40,860 - LondonAlert - INFO - 💎 BTC Current Price: $65,320.00
2026-02-27 14:57:55,996 - LondonAlert - INFO - 💎 BTC Current Price: $65,295.31
2026-02-27 14:58:11,181 - LondonAlert - INFO - 💎 BTC Current Price: $65,266.08
2026-02-27 14:58:26,327 - LondonAlert - INFO - 💎 BTC Current Price: $65,272.98
2026-02-27 14:58:41,471 - LondonAlert - INFO - 💎 BTC Current Price: $65,283.09
2026-02-27 14:58:56,632 - LondonAlert - INFO - 💎 BTC Current Price: $65,297.99
2026-02-27 14:59:11,792 - LondonAlert - INFO - 💎 BTC Current Price: $65,308.63
2026-02-27 14:59:26,892 - LondonAlert - INFO - 💎 BTC Current Price: $65,309.75
2026-02-27 14:59:42,046 - LondonAlert - INFO - 💎 BTC Current Price: $65,304.01
2026-02-27 14:59:57,214 - LondonAlert - INFO - 💎 BTC Current Price: $65,304.02
2026-02-27 15:00:12,363 - LondonAlert - INFO - 💎 BTC Current Price: $65,291.00
2026-02-27 15:00:27,582 - LondonAlert - INFO - 💎 BTC Current Price: $65,304.02
2026-02-27 15:00:42,719 - LondonAlert - INFO - 💎 BTC Current Price: $65,300.12
2026-02-27 15:00:57,904 - LondonAlert - INFO - 💎 BTC Current Price: $65,300.00
2026-02-27 15:01:13,074 - LondonAlert - INFO - 💎 BTC Current Price: $65,306.00
2026-02-27 15:01:28,237 - LondonAlert - INFO - 💎 BTC Current Price: $65,310.92
2026-02-27 15:01:43,380 - LondonAlert - INFO - 💎 BTC Current Price: $65,322.84
2026-02-27 15:01:58,534 - LondonAlert - INFO - 💎 BTC Current Price: $65,322.83
2026-02-27 15:02:13,682 - LondonAlert - INFO - 💎 BTC Current Price: $65,305.01
2026-02-27 15:02:28,821 - LondonAlert - INFO - 💎 BTC Current Price: $65,321.88
2026-02-27 15:02:43,971 - LondonAlert - INFO - 💎 BTC Current Price: $65,362.11
2026-02-27 15:02:59,065 - LondonAlert - INFO - 💎 BTC Current Price: $65,354.07
2026-02-27 15:03:14,236 - LondonAlert - INFO - 💎 BTC Current Price: $65,346.31
2026-02-27 15:03:29,368 - LondonAlert - INFO - 💎 BTC Current Price: $65,351.74
2026-02-27 15:03:44,547 - LondonAlert - INFO - 💎 BTC Current Price: $65,348.40
2026-02-27 15:03:59,734 - LondonAlert - INFO - 💎 BTC Current Price: $65,354.08
2026-02-27 15:04:14,923 - LondonAlert - INFO - 💎 BTC Current Price: $65,365.44
2026-02-27 15:04:30,046 - LondonAlert - INFO - 💎 BTC Current Price: $65,363.73
2026-02-27 15:04:45,216 - LondonAlert - INFO - 💎 BTC Current Price: $65,371.12
2026-02-27 15:05:00,349 - LondonAlert - INFO - 💎 BTC Current Price: $65,372.09
2026-02-27 15:05:15,489 - LondonAlert - INFO - 💎 BTC Current Price: $65,373.95
2026-02-27 15:05:30,623 - LondonAlert - INFO - 💎 BTC Current Price: $65,376.79
2026-02-27 15:05:45,797 - LondonAlert - INFO - 💎 BTC Current Price: $65,373.97
2026-02-27 15:06:00,892 - LondonAlert - INFO - 💎 BTC Current Price: $65,372.80
2026-02-27 15:06:15,981 - LondonAlert - INFO - 💎 BTC Current Price: $65,416.56
2026-02-27 15:06:31,118 - LondonAlert - INFO - 💎 BTC Current Price: $65,422.25
2026-02-27 15:06:46,256 - LondonAlert - INFO - 💎 BTC Current Price: $65,423.26
2026-02-27 15:07:01,405 - LondonAlert - INFO - 💎 BTC Current Price: $65,414.01
2026-02-27 15:07:16,535 - LondonAlert - INFO - 💎 BTC Current Price: $65,385.32
2026-02-27 15:07:31,689 - LondonAlert - INFO - 💎 BTC Current Price: $65,388.17
2026-02-27 15:07:46,845 - LondonAlert - INFO - 💎 BTC Current Price: $65,400.66
2026-02-27 15:08:02,016 - LondonAlert - INFO - 💎 BTC Current Price: $65,366.78
2026-02-27 15:08:17,156 - LondonAlert - INFO - 💎 BTC Current Price: $65,328.53
2026-02-27 15:08:32,505 - LondonAlert - INFO - 💎 BTC Current Price: $65,263.98
2026-02-27 15:08:47,644 - LondonAlert - INFO - 💎 BTC Current Price: $65,268.00
2026-02-27 15:09:02,739 - LondonAlert - INFO - 💎 BTC Current Price: $65,204.00
2026-02-27 15:09:17,875 - LondonAlert - INFO - 💎 BTC Current Price: $65,199.98
2026-02-27 15:09:33,036 - LondonAlert - INFO - 💎 BTC Current Price: $65,170.73
2026-02-27 15:09:48,218 - LondonAlert - INFO - 💎 BTC Current Price: $65,175.15
2026-02-27 15:10:03,363 - LondonAlert - INFO - 💎 BTC Current Price: $65,209.24
2026-02-27 15:10:18,511 - LondonAlert - INFO - 💎 BTC Current Price: $65,236.21
2026-02-27 15:10:33,799 - LondonAlert - INFO - 💎 BTC Current Price: $65,234.08
2026-02-27 15:10:48,951 - LondonAlert - INFO - 💎 BTC Current Price: $65,257.52
2026-02-27 15:11:04,112 - LondonAlert - INFO - 💎 BTC Current Price: $65,234.82
2026-02-27 15:11:19,269 - LondonAlert - INFO - 💎 BTC Current Price: $65,216.51
2026-02-27 15:11:34,431 - LondonAlert - INFO - 💎 BTC Current Price: $65,220.00
2026-02-27 15:11:49,612 - LondonAlert - INFO - 💎 BTC Current Price: $65,226.28
2026-02-27 15:12:04,768 - LondonAlert - INFO - 💎 BTC Current Price: $65,242.19
2026-02-27 15:12:19,914 - LondonAlert - INFO - 💎 BTC Current Price: $65,294.52
2026-02-27 15:12:35,058 - LondonAlert - INFO - 💎 BTC Current Price: $65,298.37
2026-02-27 15:12:50,223 - LondonAlert - INFO - 💎 BTC Current Price: $65,288.00
2026-02-27 15:13:05,514 - LondonAlert - INFO - 💎 BTC Current Price: $65,283.07
2026-02-27 15:13:20,669 - LondonAlert - INFO - 💎 BTC Current Price: $65,275.52
2026-02-27 15:13:35,843 - LondonAlert - INFO - 💎 BTC Current Price: $65,272.33
2026-02-27 15:13:51,040 - LondonAlert - INFO - 💎 BTC Current Price: $65,305.80
2026-02-27 15:14:06,218 - LondonAlert - INFO - 💎 BTC Current Price: $65,291.61
2026-02-27 15:14:21,398 - LondonAlert - INFO - 💎 BTC Current Price: $65,280.25
2026-02-27 15:14:36,528 - LondonAlert - INFO - 💎 BTC Current Price: $65,275.73
2026-02-27 15:14:51,670 - LondonAlert - INFO - 💎 BTC Current Price: $65,282.87
2026-02-27 15:15:06,807 - LondonAlert - INFO - 💎 BTC Current Price: $65,282.87
2026-02-27 15:15:21,974 - LondonAlert - INFO - 💎 BTC Current Price: $65,268.87
2026-02-27 15:15:37,202 - LondonAlert - INFO - 💎 BTC Current Price: $65,240.84
2026-02-27 15:15:52,340 - LondonAlert - INFO - 💎 BTC Current Price: $65,268.83
2026-02-27 15:16:07,441 - LondonAlert - INFO - 💎 BTC Current Price: $65,254.68
2026-02-27 15:16:22,603 - LondonAlert - INFO - 💎 BTC Current Price: $65,271.99
2026-02-27 15:16:37,734 - LondonAlert - INFO - 💎 BTC Current Price: $65,270.92
2026-02-27 15:16:52,988 - LondonAlert - INFO - 💎 BTC Current Price: $65,298.06
2026-02-27 15:17:08,086 - LondonAlert - INFO - 💎 BTC Current Price: $65,297.72
2026-02-27 15:17:23,283 - LondonAlert - INFO - 💎 BTC Current Price: $65,315.99
2026-02-27 15:17:38,466 - LondonAlert - INFO - 💎 BTC Current Price: $65,325.64
2026-02-27 15:17:53,622 - LondonAlert - INFO - 💎 BTC Current Price: $65,314.33
2026-02-27 15:18:08,869 - LondonAlert - INFO - 💎 BTC Current Price: $65,306.19
2026-02-27 15:18:24,046 - LondonAlert - INFO - 💎 BTC Current Price: $65,288.76
2026-02-27 15:18:39,244 - LondonAlert - INFO - 💎 BTC Current Price: $65,250.00
2026-02-27 15:18:54,421 - LondonAlert - INFO - 💎 BTC Current Price: $65,226.29
2026-02-27 15:19:09,564 - LondonAlert - INFO - 💎 BTC Current Price: $65,220.01
2026-02-27 15:19:24,761 - LondonAlert - INFO - 💎 BTC Current Price: $65,213.64
2026-02-27 15:19:39,932 - LondonAlert - INFO - 💎 BTC Current Price: $65,208.52
2026-02-27 15:19:55,123 - LondonAlert - INFO - 💎 BTC Current Price: $65,204.94
2026-02-27 15:20:10,264 - LondonAlert - INFO - 💎 BTC Current Price: $65,204.94
2026-02-27 15:20:25,653 - LondonAlert - INFO - 💎 BTC Current Price: $65,201.60
2026-02-27 15:20:40,781 - LondonAlert - INFO - 💎 BTC Current Price: $65,237.64
2026-02-27 15:20:55,950 - LondonAlert - INFO - 💎 BTC Current Price: $65,240.48
2026-02-27 15:21:11,098 - LondonAlert - INFO - 💎 BTC Current Price: $65,234.34
2026-02-27 15:21:26,238 - LondonAlert - INFO - 💎 BTC Current Price: $65,237.42
2026-02-27 15:21:41,376 - LondonAlert - INFO - 💎 BTC Current Price: $65,246.17
2026-02-27 15:21:56,511 - LondonAlert - INFO - 💎 BTC Current Price: $65,246.17
2026-02-27 15:22:11,691 - LondonAlert - INFO - 💎 BTC Current Price: $65,255.99
2026-02-27 15:22:26,884 - LondonAlert - INFO - 💎 BTC Current Price: $65,271.72
2026-02-27 15:22:42,041 - LondonAlert - INFO - 💎 BTC Current Price: $65,242.35
2026-02-27 15:22:57,172 - LondonAlert - INFO - 💎 BTC Current Price: $65,234.01
2026-02-27 15:23:12,308 - LondonAlert - INFO - 💎 BTC Current Price: $65,218.06
2026-02-27 15:23:27,461 - LondonAlert - INFO - 💎 BTC Current Price: $65,238.03
2026-02-27 15:23:42,651 - LondonAlert - INFO - 💎 BTC Current Price: $65,245.34
2026-02-27 15:23:57,853 - LondonAlert - INFO - 💎 BTC Current Price: $65,256.12
2026-02-27 15:24:13,264 - LondonAlert - INFO - 💎 BTC Current Price: $65,291.54
2026-02-27 15:24:28,458 - LondonAlert - INFO - 💎 BTC Current Price: $65,287.86
2026-02-27 15:24:43,658 - LondonAlert - INFO - 💎 BTC Current Price: $65,318.63
2026-02-27 15:24:58,865 - LondonAlert - INFO - 💎 BTC Current Price: $65,344.55
2026-02-27 15:25:14,043 - LondonAlert - INFO - 💎 BTC Current Price: $65,294.02
